Date,Week,Exposed,Dung_160ml,FoodType,ID,Snail_No,Length,Eggs,Worms,C_Eggs,C_Worms,Infected,Alive,Dead,Last_Alive,Notes
Dec-27-2024,11,Yes,6.4,High,G2,21,17.3,0,579.49,197,7166.0259,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,G2,21,17.2,0,2026.48,197,9192.5059,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,G2,21,17.1,0,1325.54,197,10518.0459,1,1,0,0,NA
Jan-17-2025,14,Yes,6.4,High,G2,21,17.7,0,1748.88,197,12266.9259,1,1,0,0,NA
Jan-25-2025,15,Yes,6.4,High,G2,21,17.2,0,1859.92,197,14126.8459,1,1,0,0,NA
Jan-31-2025,16,Yes,6.4,High,G2,21,17.8,0,1294.31,197,15421.1559,1,1,0,1,NA
0ct-11-2024,0,Yes,6.4,High,I2,23,10.6,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,I2,23,11.7,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,I2,23,12.7,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,I2,23,13.9,10,0,10,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,I2,23,14.4,5,2,15,2,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,I2,23,15.4,18,0,33,2,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,I2,23,15.4,53,0,86,2,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,I2,23,16.2,11,0,97,2,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,I2,23,16.4,20,0,117,2,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,I2,23,16.6,16,0,133,2,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,I2,23,17.2,32,0,165,2,1,1,0,0,NA
Dec-27-2024,11,Yes,6.4,High,I2,23,17.1,5,0,170,2,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,I2,23,17.7,33,55,203,57,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,I2,23,17.6,17,0,220,57,1,1,0,0,NA
Jan-17-2025,14,Yes,6.4,High,I2,23,18.3,6,0,226,57,1,1,0,0,NA
Jan-25-2025,15,Yes,6.4,High,I2,23,18.7,12,0,238,57,1,1,0,0,NA
Jan-31-2025,16,Yes,6.4,High,I2,23,18.8,27,0,265,57,1,1,0,1,NA
0ct-11-2024,0,Yes,6.4,High,J2,24,11.5,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,J2,24,12.4,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,J2,24,11.8,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,J2,24,14,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,J2,24,14.7,0,39,0,39,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,J2,24,15,1,2,1,41,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,J2,24,15.6,9,0,10,41,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,J2,24,16.2,0,0,10,41,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,J2,24,16.1,0,0,10,41,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,J2,24,16.6,0,0,10,41,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,J2,24,17,0,0,10,41,1,1,0,0,NA
Dec-27-2024,11,Yes,6.4,High,J2,24,17,0,0,10,41,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,J2,24,17.3,0,0,10,41,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,J2,24,17.7,2,0,12,41,1,1,0,0,NA
Jan-17-2025,14,Yes,6.4,High,J2,24,18,0,0,12,41,1,1,0,0,NA
Jan-25-2025,15,Yes,6.4,High,J2,24,18.6,2,0,14,41,1,1,0,0,NA
Jan-31-2025,16,Yes,6.4,High,J2,24,18.7,4,0,18,41,1,1,0,1,NA
0ct-11-2024,0,Yes,6.4,High,K2,25,10.9,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,K2,25,12.1,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,K2,25,12.5,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,K2,25,14.6,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,K2,25,15.8,0,163.1666,0,163.1666,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,K2,25,15.9,0,1235.9,0,1399.0666,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,K2,25,17.3,6,1446.99,6,2846.0566,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,K2,25,17.8,0,2925.21,6,5771.2666,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,K2,25,17.8,0,3615.74,6,9387.0066,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,K2,25,18.2,0,2418.59,6,11805.5966,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,K2,25,18.4,0,1707.24,6,13512.8366,1,1,0,0,NA
Dec-27-2024,11,Yes,6.4,High,K2,25,18.7,0,1939.73,6,15452.5666,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,K2,25,19,0,3667.79,6,19120.3566,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,K2,25,18.8,0,2734.36,6,21854.7166,1,1,0,0,NA
Jan-17-2025,14,Yes,6.4,High,K2,25,19.3,0,3331.2,6,25185.9166,1,1,0,0,NA
Jan-25-2025,15,Yes,6.4,High,K2,25,20,0,2765.59,6,27951.5066,1,1,0,0,NA
Jan-31-2025,16,Yes,6.4,High,K2,25,19.9,0,3695.55,6,31647.0566,1,1,0,1,NA
0ct-11-2024,0,Yes,6.4,High,L2,26,12.3,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,L2,26,12.5,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,L2,26,13.1,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,L2,26,14,21,0,21,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,L2,26,14.5,136,0,157,0,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,L2,26,15.3,67,0,224,0,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,L2,26,15.3,142,0,366,0,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,L2,26,16.1,0,159.62,366,159.62,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,L2,26,16,0,291.48,366,451.1,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,L2,26,15.7,0,652.36,366,1103.46,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,L2,26,16.5,0,857.09,366,1960.55,1,1,0,0,NA
Dec-27-2024,11,Yes,6.4,High,L2,26,16.5,0,1103.46,366,3064.01,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,L2,26,17.3,0,1193.68,366,4257.69,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,L2,26,17.3,0,1429.64,366,5687.33,1,1,0,0,NA
Jan-17-2025,14,Yes,6.4,High,L2,26,17.3,0,1578.85,366,7266.18,1,1,0,0,NA
Jan-25-2025,15,Yes,6.4,High,L2,26,17,0,1256.14,366,8522.32,1,1,0,0,NA
Jan-31-2025,16,Yes,6.4,High,L2,26,17.7,0,718.29,366,9240.61,1,1,0,1,NA
0ct-11-2024,0,Yes,6.4,High,M2,27,13.3,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,M2,27,13.4,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,M2,27,12.8,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,M2,27,14.2,112,0,112,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,M2,27,15.4,160,0,272,0,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,M2,27,15.7,87,0,359,0,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,M2,27,15.8,14,0,373,0,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,M2,27,15.4,21,0,394,0,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,M2,27,17.8,2,0,396,0,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,M2,27,17.7,0,1547.62,396,1547.62,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,M2,27,17.6,0,1283.9,396,2831.52,1,1,0,0,NA
Dec-27-2024,11,Yes,6.4,High,M2,27,18.1,0,1433.11,396,4264.63,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,M2,27,18.8,0,1568.44,396,5833.07,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,M2,27,18,0,1308.19,396,7141.26,1,1,0,0,NA
Jan-17-2025,14,Yes,6.4,High,M2,27,18.8,0,0,396,7141.26,1,1,0,0,NA
Jan-25-2025,15,Yes,6.4,High,M2,27,19.1,0,916.08,396,8057.34,1,1,0,0,NA
Jan-31-2025,16,Yes,6.4,High,M2,27,18.4,1,690.53,397,8747.87,1,1,0,1,NA
0ct-11-2024,0,Yes,6.4,High,N2,28,11.5,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,N2,28,11.3,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,N2,28,13,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,N2,28,15.4,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,N2,28,16.7,0,673.496,0,673.496,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,N2,28,17.1,0,1024.131,0,1697.627,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,N2,28,17,0,0,0,1697.627,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,N2,28,17.5,0,1596.2,0,3293.827,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,N2,28,15.7,0,1811.34,0,5105.167,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,N2,28,15.5,0,0,0,5105.167,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,N2,28,16.1,0,0,0,5105.167,1,1,0,0,NA
Dec-27-2024,11,Yes,6.4,High,N2,28,16.4,0,0,0,5105.167,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,N2,28,16.3,0,0,0,5105.167,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,N2,28,16.2,0,0,0,5105.167,1,1,0,1,NA
Jan-17-2025,14,Yes,6.4,High,N2,28,,,,,,1,0,1,0,Dead Jan.17.2025
Jan-25-2025,15,Yes,6.4,High,N2,28,,,,,,1,0,1,0,Dead Jan.25.2025
Jan-31-2025,16,Yes,6.4,High,N2,28,,,,,,1,0,1,0,Dead Jan.25.2025
0ct-11-2024,0,Yes,12.8,High,A3,29,11.4,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,12.8,High,A3,29,12.1,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,12.8,High,A3,29,13.3,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,12.8,High,A3,29,14.2,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,12.8,High,A3,29,15.6,0,0,0,0,1,1,0,0,NA
Nov-15-2024,5,Yes,12.8,High,A3,29,16.3,16,0,16,0,1,1,0,0,NA
Nov-22-2024,6,Yes,12.8,High,A3,29,17.2,0,0,16,0,1,1,0,0,NA
Nov-29-2024,7,Yes,12.8,High,A3,29,18.3,0,95,16,95,1,1,0,0,NA
Dec-06-2024,8,Yes,12.8,High,A3,29,18.1,0,506.62,16,601.62,1,1,0,0,NA
Dec-13-2024,9,Yes,12.8,High,A3,29,18.5,0,1814.81,16,2416.43,1,1,0,0,NA
Dec-20-2024,10,Yes,12.8,High,A3,29,18.7,0,1141.63,16,3558.06,1,1,0,0,NA
Dec-27-2024,11,Yes,12.8,High,A3,29,18.6,0,1537.21,16,5095.27,1,1,0,0,NA
Jan-03-2025,12,Yes,12.8,High,A3,29,18.7,0,1866.86,16,6962.13,1,1,0,0,NA
Jan-10-2025,13,Yes,12.8,High,A3,29,19.2,0,2147.93,16,9110.06,1,1,0,0,NA
Jan-17-2025,14,Yes,12.8,High,A3,29,19.2,0,1967.49,16,11077.55,1,1,0,0,NA
Jan-25-2025,15,Yes,12.8,High,A3,29,18.7,0,2456.76,16,13534.31,1,1,0,0,NA
Jan-31-2025,16,Yes,12.8,High,A3,29,18.5,0,2099.35,16,15633.66,1,1,0,1,NA
0ct-11-2024,0,Yes,12.8,High,B3,30,10.9,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,12.8,High,B3,30,10.9,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,12.8,High,B3,30,11.3,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,12.8,High,B3,30,13.1,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,12.8,High,B3,30,14.6,0,0,0,0,1,1,0,0,NA
Nov-15-2024,5,Yes,12.8,High,B3,30,15.3,0,0,0,0,1,1,0,0,NA
Nov-22-2024,6,Yes,12.8,High,B3,30,16,0,0,0,0,1,1,0,0,NA
Nov-29-2024,7,Yes,12.8,High,B3,30,15.7,0,0,0,0,1,1,0,0,NA
Dec-06-2024,8,Yes,12.8,High,B3,30,16,0,0,0,0,1,1,0,0,NA
Dec-13-2024,9,Yes,12.8,High,B3,30,16.7,0,2422.06,0,2422.06,1,1,0,0,NA
Dec-20-2024,10,Yes,12.8,High,B3,30,17,0,3563.69,0,5985.75,1,1,0,0,NA
Dec-27-2024,11,Yes,12.8,High,B3,30,16.8,0,1970.96,0,7956.71,1,1,0,0,NA
Jan-03-2025,12,Yes,12.8,High,B3,30,16.7,0,3841.29,0,11798,1,1,0,0,NA
Jan-10-2025,13,Yes,12.8,High,B3,30,17.3,0,4302.8,0,16100.8,1,1,0,0,NA
Jan-17-2025,14,Yes,12.8,High,B3,30,17.5,0,1190.21,0,17291.01,1,1,0,0,NA
Jan-25-2025,15,Yes,12.8,High,B3,30,16.9,0,2304.08,0,19595.09,1,1,0,0,NA
Jan-31-2025,16,Yes,12.8,High,B3,30,17.2,0,2335.31,0,21930.4,1,1,0,1,NA
0ct-11-2024,0,Yes,12.8,High,C3,31,11.2,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,12.8,High,C3,31,11.9,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,12.8,High,C3,31,13,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,12.8,High,C3,31,13.9,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,12.8,High,C3,31,14.3,0,2829.378,0,2829.378,1,1,0,0,NA
Nov-15-2024,5,Yes,12.8,High,C3,31,14.2,0,815.8328,0,3645.2108,1,1,0,0,NA
Nov-22-2024,6,Yes,12.8,High,C3,31,14,0,1263.08,0,4908.2908,1,1,0,0,NA
Nov-29-2024,7,Yes,12.8,High,C3,31,14.4,0,1294.31,0,6202.6008,1,1,0,0,NA
Dec-06-2024,8,Yes,12.8,High,C3,31,14.9,0,2630.26,0,8832.8608,1,1,0,0,NA
Dec-13-2024,9,Yes,12.8,High,C3,31,14.5,0,2411.65,0,11244.5108,1,1,0,1,NA
Dec-20-2024,10,Yes,12.8,High,C3,31,,,,,,1,0,1,0,Dead Dec.20.2024
Dec-27-2024,11,Yes,12.8,High,C3,31,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-03-2025,12,Yes,12.8,High,C3,31,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-10-2025,13,Yes,12.8,High,C3,31,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-17-2025,14,Yes,12.8,High,C3,31,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-25-2025,15,Yes,12.8,High,C3,31,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-31-2025,16,Yes,12.8,High,C3,31,,,,,,1,0,1,0,Dead Dec.20.2024
0ct-11-2024,0,Yes,12.8,High,D3,32,10,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,12.8,High,D3,32,10.3,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,12.8,High,D3,32,11.9,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,12.8,High,D3,32,14.1,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,12.8,High,D3,32,14.8,0,715.1556,0,715.1556,1,1,0,0,NA
Nov-15-2024,5,Yes,12.8,High,D3,32,15.5,0,1808.719,0,2523.8746,1,1,0,0,NA
Nov-22-2024,6,Yes,12.8,High,D3,32,15.7,0,1311.66,0,3835.5346,1,1,0,0,NA
Nov-29-2024,7,Yes,12.8,High,D3,32,16,0,2727.42,0,6562.9546,1,1,0,0,NA
Dec-06-2024,8,Yes,12.8,High,D3,32,16.1,0,3841.29,0,10404.2446,1,1,0,0,NA
Dec-13-2024,9,Yes,12.8,High,D3,32,16.4,0,0,0,10404.2446,1,1,0,0,NA
Dec-20-2024,10,Yes,12.8,High,D3,32,16.9,0,0,0,10404.2446,1,1,0,0,NA
Dec-27-2024,11,Yes,12.8,High,D3,32,16.9,0,0,0,10404.2446,1,1,0,0,NA
Jan-03-2025,12,Yes,12.8,High,D3,32,17.5,2,0,2,10404.2446,1,1,0,0,NA
Jan-10-2025,13,Yes,12.8,High,D3,32,17.6,0,0,2,10404.2446,1,1,0,0,NA
Jan-17-2025,14,Yes,12.8,High,D3,32,17.5,2,0,4,10404.2446,1,1,0,0,NA
Jan-25-2025,15,Yes,12.8,High,D3,32,17.7,0,0,4,10404.2446,1,1,0,0,NA
Jan-31-2025,16,Yes,12.8,High,D3,32,18.1,14,0,18,10404.2446,1,1,0,1,NA
0ct-11-2024,0,Yes,12.8,High,F3,34,11.3,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,12.8,High,F3,34,11.6,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,12.8,High,F3,34,13.4,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,12.8,High,F3,34,15.4,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,12.8,High,F3,34,16.8,0,3,0,3,1,1,0,0,NA
Nov-15-2024,5,Yes,12.8,High,F3,34,18,0,604.0634,0,607.0634,1,1,0,0,NA
Nov-22-2024,6,Yes,12.8,High,F3,34,18.1,0,1658.66,0,2265.7234,1,1,0,0,NA
Nov-29-2024,7,Yes,12.8,High,F3,34,18.1,0,1929.32,0,4195.0434,1,1,0,0,NA
Dec-06-2024,8,Yes,12.8,High,F3,34,17.7,0,3629.62,0,7824.6634,1,1,0,0,NA
Dec-13-2024,9,Yes,12.8,High,F3,34,18,0,3466.53,0,11291.1934,1,1,0,0,NA
Dec-20-2024,10,Yes,12.8,High,F3,34,18.1,0,2453.29,0,13744.4834,1,1,0,1,NA
Dec-27-2024,11,Yes,12.8,High,F3,34,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-03-2025,12,Yes,12.8,High,F3,34,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-10-2025,13,Yes,12.8,High,F3,34,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-17-2025,14,Yes,12.8,High,F3,34,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-25-2025,15,Yes,12.8,High,F3,34,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-31-2025,16,Yes,12.8,High,F3,34,,,,,,1,0,1,0,Dead Dec.27.2024
0ct-11-2024,0,Yes,12.8,High,G3,35,11.9,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,12.8,High,G3,35,11.7,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,12.8,High,G3,35,12.6,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,12.8,High,G3,35,13.4,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,12.8,High,G3,35,15.1,0,0,0,0,1,1,0,0,NA
Nov-15-2024,5,Yes,12.8,High,G3,35,15.5,3,17.35815,3,17.35815,1,1,0,0,NA
Nov-22-2024,6,Yes,12.8,High,G3,35,15.7,0,569.08,3,586.43815,1,1,0,0,NA
Nov-29-2024,7,Yes,12.8,High,G3,35,16.4,17,1745.41,20,2331.84815,1,1,0,0,NA
Dec-06-2024,8,Yes,12.8,High,G3,35,16.1,0,2585.15,20,4916.99815,1,1,0,0,NA
Dec-13-2024,9,Yes,12.8,High,G3,35,16.3,0,1738.47,20,6655.46815,1,1,0,1,NA
Dec-20-2024,10,Yes,12.8,High,G3,35,,,,,,1,0,1,0,Dead Dec.20.2024
Dec-27-2024,11,Yes,12.8,High,G3,35,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-03-2025,12,Yes,12.8,High,G3,35,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-10-2025,13,Yes,12.8,High,G3,35,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-17-2025,14,Yes,12.8,High,G3,35,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-25-2025,15,Yes,12.8,High,G3,35,,,,,,1,0,1,0,Dead Dec.20.2024
Jan-31-2025,16,Yes,12.8,High,G3,35,,,,,,1,0,1,0,Dead Dec.20.2024
0ct-11-2024,0,Yes,12.8,High,H3,36,12.7,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,12.8,High,H3,36,12.9,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,12.8,High,H3,36,13.8,30,0,30,0,1,1,0,0,NA
Nov-01-2024,3,Yes,12.8,High,H3,36,14.4,10,0,40,0,1,1,0,0,NA
Nov-08-2024,4,Yes,12.8,High,H3,36,15.7,0,742.9286,40,742.9286,1,1,0,0,NA
Nov-15-2024,5,Yes,12.8,High,H3,36,15.6,0,1274.088,40,2017.0166,1,1,0,0,NA
Nov-22-2024,6,Yes,12.8,High,H3,36,15.4,0,1759.29,40,3776.3066,1,1,0,0,NA
Nov-29-2024,7,Yes,12.8,High,H3,36,16.1,0,2286.73,40,6063.0366,1,1,0,0,NA
Dec-06-2024,8,Yes,12.8,High,H3,36,15.9,0,3796.18,40,9859.2166,1,1,0,0,NA
Dec-13-2024,9,Yes,12.8,High,H3,36,15.9,0,1832.16,40,11691.3766,1,1,0,0,NA
Dec-20-2024,10,Yes,12.8,High,H3,36,16,0,2071.59,40,13762.9666,1,1,0,1,NA
Dec-27-2024,11,Yes,12.8,High,H3,36,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-03-2025,12,Yes,12.8,High,H3,36,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-10-2025,13,Yes,12.8,High,H3,36,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-17-2025,14,Yes,12.8,High,H3,36,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-25-2025,15,Yes,12.8,High,H3,36,,,,,,1,0,1,0,Dead Dec.27.2024
Jan-31-2025,16,Yes,12.8,High,H3,36,,,,,,1,0,1,0,Dead Dec.27.2024
0ct-11-2024,0,Yes,12.8,High,I3,37,12.4,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,12.8,High,I3,37,12.8,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,12.8,High,I3,37,12.7,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,12.8,High,I3,37,13.3,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,12.8,High,I3,37,15.2,0,3,0,3,1,1,0,0,NA
Nov-15-2024,5,Yes,12.8,High,I3,37,15.2,31,2,31,5,1,1,0,0,NA
Nov-22-2024,6,Yes,12.8,High,I3,37,15.3,0,0,31,5,1,1,0,0,NA
Nov-29-2024,7,Yes,12.8,High,I3,37,15.6,22,0,53,5,1,1,0,0,NA
Dec-06-2024,8,Yes,12.8,High,I3,37,15.6,0,0,53,5,1,1,0,0,NA
Dec-13-2024,9,Yes,12.8,High,I3,37,15.7,0,0,53,5,1,1,0,0,NA
Dec-20-2024,10,Yes,12.8,High,I3,37,16.1,0,0,53,5,1,1,0,0,NA
Dec-27-2024,11,Yes,12.8,High,I3,37,16,0,0,53,5,1,1,0,0,NA
Jan-03-2025,12,Yes,12.8,High,I3,37,16.3,0,0,53,5,1,1,0,0,NA
Jan-10-2025,13,Yes,12.8,High,I3,37,16.5,4,0,57,5,1,1,0,0,NA
Jan-17-2025,14,Yes,12.8,High,I3,37,16.3,0,0,57,5,1,1,0,0,NA
Jan-25-2025,15,Yes,12.8,High,I3,37,17,0,0,57,5,1,1,0,0,NA
Jan-31-2025,16,Yes,12.8,High,I3,37,16.9,1,0,58,5,1,1,0,1,NA
0ct-11-2024,0,Yes,12.8,High,L3,40,11.4,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,12.8,High,L3,40,11.3,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,12.8,High,L3,40,12.6,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,12.8,High,L3,40,13.8,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,12.8,High,L3,40,15.6,0,58,0,58,1,1,0,0,NA
Nov-15-2024,5,Yes,12.8,High,L3,40,16.4,0,701.2691,0,759.2691,1,1,0,0,NA
Nov-22-2024,6,Yes,12.8,High,L3,40,16.8,0,1568.44,0,2327.7091,1,1,0,0,NA
Nov-29-2024,7,Yes,12.8,High,L3,40,17.3,0,2470.64,0,4798.3491,1,1,0,0,NA
Dec-06-2024,8,Yes,12.8,High,L3,40,17,0,2331.84,0,7130.1891,1,1,0,0,NA
Dec-13-2024,9,Yes,12.8,High,L3,40,17.4,0,3105.65,0,10235.8391,1,1,0,0,NA
Dec-20-2024,10,Yes,12.8,High,L3,40,17.4,0,2921.74,0,13157.5791,1,1,0,0,NA
Dec-27-2024,11,Yes,12.8,High,L3,40,17.9,0,3206.28,0,16363.8591,1,1,0,0,NA
Jan-03-2025,12,Yes,12.8,High,L3,40,18.5,0,3667.79,0,20031.6491,1,1,0,0,NA
Jan-10-2025,13,Yes,12.8,High,L3,40,18,0,3598.39,0,23630.0391,1,1,0,0,NA
Jan-17-2025,14,Yes,12.8,High,L3,40,17.8,0,2023.01,0,25653.0491,1,1,0,0,NA
Jan-25-2025,15,Yes,12.8,High,L3,40,17.7,0,2342.25,0,27995.2991,1,1,0,0,NA
Jan-31-2025,16,Yes,12.8,High,L3,40,17.7,0,3240.98,0,31236.2791,1,1,0,1,NA
0ct-11-2024,0,Yes,12.8,High,M3,41,11.9,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,12.8,High,M3,41,13.2,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,12.8,High,M3,41,11.6,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,12.8,High,M3,41,14,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,12.8,High,M3,41,15,3,4,3,4,1,1,0,0,NA
Nov-15-2024,5,Yes,12.8,High,M3,41,16,5,0,8,4,1,1,0,0,NA
Nov-22-2024,6,Yes,12.8,High,M3,41,17.3,70,0,78,4,1,1,0,0,NA
Nov-29-2024,7,Yes,12.8,High,M3,41,17.3,92,0,170,4,1,1,0,0,NA
Dec-06-2024,8,Yes,12.8,High,M3,41,17.9,66,0,236,4,1,1,0,0,NA
